48

C	 0.0000000	 0.0000000	 0.0000000
C	 1.0000000	 0.0000000	 0.0000000
C	 1.5000000	 0.8660254	 0.0000000
C	 1.0000000	 1.7320508	 0.0000000
C	 0.0000000	 1.7320508	 0.0000000
C	-0.5000000	 0.8660254	 0.0000000
C	-0.5000000	 0.8660254	 0.0000000
C	 0.0000000	 1.7320508	 0.0000000
C	-0.4672919	 2.5791922	-0.2529620
C	-1.4345838	 2.5603082	-0.5059241
C	-1.9345838	 1.6942828	-0.5059241
C	-1.4672919	 0.8471414	-0.2529620
C	-1.4672919	 0.8471414	-0.2529620
C	-1.9345838	 1.6942828	-0.5059241
C	-2.9317099	 1.7498537	-0.4544327
C	-3.4615442	 0.9582832	-0.1499793
C	-2.9942523	 0.1111418	 0.1029827
C	-1.9971262	 0.0555709	 0.0514913
C	-1.9971262	 0.0555709	 0.0514913
C	-2.9942523	 0.1111418	 0.1029827
C	-3.5553678	-0.6425586	-0.2391943
C	-3.1193573	-1.4518299	-0.6328626
C	-2.1222311	-1.5074008	-0.6843539
C	-1.5611156	-0.7537004	-0.3421770
C	-1.5611156	-0.7537004	-0.3421770
C	-2.1222311	-1.5074008	-0.6843539
C	-1.6863261	-2.3381300	-1.0305846
C	-0.6893054	-2.4151589	-1.0346383
C	-0.1281899	-1.6614585	-0.6924614
C	-0.5640949	-0.8307293	-0.3462307
C	-0.5640949	-0.8307293	-0.3462307
C	-0.1281899	-1.6614585	-0.6924614
C	 0.8636342	-1.7705200	-0.6262000
C	 1.4195532	-1.0488523	-0.2137078
C	 0.9836482	-0.2181231	 0.1325229
C	-0.0081759	-0.1090615	 0.0662614
C	-0.0081759	-0.1090615	 0.0662614
C	 0.9836482	-0.2181231	 0.1325229
C	 1.5571491	 0.5629351	 0.3795953
C	 1.1388259	 1.4530548	 0.5604064
C	 0.1470019	 1.5621164	 0.4941449
C	-0.4264991	 0.7810582	 0.2470725
C	-0.4264991	 0.7810582	 0.2470725
C	 0.1470019	 1.5621164	 0.4941449
C	-0.2660374	 2.3767735	 0.9012473
C	-1.2525776	 2.4103725	 1.0612772
C	-1.8260785	 1.6293143	 0.8142047
C	-1.4130393	 0.8146571	 0.4071024
